,param_value,scores_avg,scores_raw,scores_std
0,0.0,0.6562980616191397,"[0.68704152 0.65662506 0.64928613 0.70231108 0.66248777 0.65580142
 0.65373301 0.62178554 0.65212356 0.62178554]",0.0235720722165421
1,1.0,0.9573567425199727,"[0.9401901  0.9726541  0.95015771 0.9770861  0.94693881 0.97426349
 0.9380676  0.97537561 0.92919639 0.96963752]",0.017334131746205145
